"coupon_id","country_symbol","amount","submitted_at","accepted_at","lead_receipt_id","offer_id","offer_name","offer_price","rebate_strategy","budget_name","corner_id","user_id","gender","age_group","preferred_language_key","category","receipt_amount","receipt_date","loyalty_card_number","chain","shop_name","shop_address","shop_zip","shop_city","region","webstore","chain_group","chain_type","item_id","item_identifier_product","item_price_product","product_name","product_price","rating","review","rank","answer_id","question_01","question_02","question_03","question_04","question_05","question_06","question_07","question_08","question_09","question_10","proposition_01","proposition_02","proposition_03","proposition_04","proposition_05","proposition_06","proposition_07","proposition_08","proposition_09","proposition_10"
148627546,"uk",1.0,"2025-05-03 12:50:58.390130+00:00","2025-05-03 17:36:13.104751+00:00",52989523,58943,"Onken Greek Style Natural Set- V5 Apr 25",1.75,"amount_off","","",8644880,"male","35-44","en_GB","Yogurts",181.05,"2025-05-03","","Tesco","","","","","","","Tesco","",69780450,"CNKEN GREEK STYLE SET YOGURT",1.5,"Onken Greek Style Natural Set 450g",1.95,"","",1,"","","","","","","","","","","","","","","","","","","","",""
148602503,"uk",1.0,"2025-05-01 18:36:21.245378+00:00","2025-05-01 20:08:39.248156+00:00",52974802,58943,"Onken Greek Style Natural Set- V5 Apr 25",1.75,"amount_off","","",8199107,"female","45-54","en_GB","Yogurts",13.5,"2025-05-01","","Morrisons","","","","","","","Morrisons","",69758241,"ONKEN GREEK SET",1.5,"Onken Greek Style Natural Set 450g",1.95,"","",1,"","","","","","","","","","","","","","","","","","","","",""
145640129,"uk",1.0,"2024-11-06 19:33:07.556776+00:00","2024-11-07 08:55:21.482354+00:00",51239323,58217,"Onken Greek Style Natural Set- V2 Nov 2024",1.75,"amount_off","","",7074763,"male","35-44","en_GB","Yogurts",11.65,"2024-11-06","","Morrisons","","","","","","","Morrisons","",67143029,"ONKEN GREEK SET",1.95,"Onken Greek Style Natural Set 450g",1.95,"","",1,"","","","","","","","","","","","","","","","","","","","",""
144839932,"uk",1.0,"2024-10-11 15:25:04.122554+00:00","2024-10-14 07:24:58.593868+00:00",50879884,57723,"Onken Greek Style Natural Set- V1 sep 2024",1.75,"amount_off","","",10119913,"male","45-54","en_GB","Yogurts",1.5,"2024-10-11","","Morrisons","","","","","","","Morrisons","",66599316,"ONKEN GREEK SET",1.5,"Onken Greek Style Natural Set 450g",1.95,5,"",1,11714802,"Were you familiar with Onken before the Shopmium offer? [multiple_choice]","If you hadn't bought this product, what would you have bought instead? [multiple_choice]","What occasion did you make this purchase for? [multiple_choice]","How do you/did you plan to use the product? [multiple_choice]","Who did you buy this product for? (Select all that apply) [multiple_answer]","What appealed to you about this product? (Select all that apply) [multiple_answer]","Would you purchase Onken Set Natural again? [multiple_choice]","Do you agree for us to share your review with the brand for potential future marketing purposes? [multiple_choice]","Which of the following brands of Yogurt do you buy the most? [multiple_choice]","","Yes, I tried products of this brand once","Flavored yogurt","In my baking","In a marinade","For myself;For another adult in my household (family member/ partner);I bought this for guests staying at my house","I wanted to try something new","Yes, why not...","Yes","Creamfields",""
145278852,"uk",1.0,"2024-10-25 13:04:01.812418+00:00","2024-10-25 13:43:24.257692+00:00",51078944,57723,"Onken Greek Style Natural Set- V1 sep 2024",1.75,"amount_off","","",7391913,"female","65+","en_GB","Yogurts",8.49,"2024-10-25","","Morrisons","","","","","","","Morrisons","",66895630,"ONKEN GREEK SET",1.95,"Onken Greek Style Natural Set 450g",1.95,"","",1,"","","","","","","","","","","","","","","","","","","","",""
148355298,"uk",1.0,"2025-04-14 21:11:10.953846+00:00","2025-04-15 05:37:43.370966+00:00",52823278,58943,"Onken Greek Style Natural Set- V5 Apr 25",1.75,"amount_off","","",6004654,"female","35-44","en_GB","Yogurts",3.5,"2025-04-14","","Tesco","","","","","","","Tesco","",69537811,"ONKEN GREEK STYLE SET YOGURT",1.5,"Onken Greek Style Natural Set 450g",1.95,"","",1,"","","","","","","","","","","","","","","","","","","","",""
148646914,"uk",1.0,"2025-05-05 09:13:33.923002+00:00","2025-05-05 10:23:15.657434+00:00",53000348,58943,"Onken Greek Style Natural Set- V5 Apr 25",1.75,"amount_off","","",10513554,"male","55-64","en_GB","Yogurts",55.44,"2025-05-03","","Tesco.com","","","","","","","Online UK","",69796990,"ONKEN GREEK STYLE SET YOGURT NATURAL 450G",1.95,"Onken Greek Style Natural Set 450g",1.95,"","",1,"","","","","","","","","","","","","","","","","","","","",""
148351201,"uk",1.0,"2025-04-14 16:33:43.595448+00:00","2025-04-15 05:10:50.884497+00:00",52821268,58943,"Onken Greek Style Natural Set- V5 Apr 25",1.75,"amount_off","","",10291461,"female","55-64","en_GB","Yogurts",3.5,"2025-04-14","","Morrisons","","","","","","","Morrisons","",69534777,"ONKEN GREEK SET",1.5,"Onken Greek Style Natural Set 450g",1.95,"","",1,"","","","","","","","","","","","","","","","","","","","",""
145692342,"uk",1.0,"2024-11-08 12:50:00.101493+00:00","2024-11-09 04:31:48.404910+00:00",51265581,58357,"Onken Greek Style Natural Set- VS3 Nov 24",1.75,"amount_off","","",11001932,"female","55-64","en_GB","Yogurts",20.71,"2024-11-08","","Morrisons","","","","","","","Morrisons","",67183194,"ONKEN GREEK SET",1.95,"Onken Greek Style Natural Set 450g",1.95,"","",1,"","","","","","","","","","","","","","","","","","","","",""
148481629,"uk",1.0,"2025-04-23 05:50:13.375236+00:00","2025-04-23 05:57:22.864191+00:00",52894554,58943,"Onken Greek Style Natural Set- V5 Apr 25",1.75,"amount_off","","",2838590,"male","45-54","en_GB","Yogurts",4.0,"2025-04-23","","Tesco","","","","","","","Tesco","",69643293,"ONKEN GREEK STYLE SET YOGURT",1.5,"Onken Greek Style Natural Set 450g",1.95,4,"na",1,12004846,"Were you familiar with Onken before the Shopmium offer? [multiple_choice]","If you hadn't bought this product, what would you have bought instead? [multiple_choice]","What occasion did you make this purchase for? [multiple_choice]","How do you/did you plan to use the product? [multiple_choice]","Who did you buy this product for? (Select all that apply) [multiple_answer]","What appealed to you about this product? (Select all that apply) [multiple_answer]","Would you purchase Onken Set Natural again? [multiple_choice]","Do you agree for us to share your review with the brand for potential future marketing purposes? [multiple_choice]","Which of the following brands of Yogurt do you buy the most? [multiple_choice]","","Yes, I sometimes buy products of this brand (up to 5 times a year)","It didn’t replace a purchase","Breakfast","Eat straight out of the tub","For myself","Price/offer","Yes, why not...","Yes","Supermarket own brand",""
